REGION,PROVINCIA,COMUNA,NOM_REGION,NOM_PROVIN,NOM_COMUNA,TOTAL_VIVI,PARTICULAR,POR_PART,COLECTIVAS,POR_COLE,TOTAL_PERS,POR_HOMBRES,HOMBRES,POR_MUJERES,MUJERES,DENSIDAD,MEDIA_MAS,INDICE_MAS,INDICE_DEP,IND_DEP_JU,IND_DEP_VE,CUT,PERSONAS_0,Porc_0_5,PERSONAS_6,Porc_6_14,PERSONAS_1,Porc_15_64,PERSONAS_M,Porc_mas_65,PERSONAS_E,Porc_MIGR,PNac_MIG,PUEBLOS_IN,Porc_IND,PNac_IND,TOTAL_VIV_,TOTAL_VI_1,VIV_OCUPA_,TOTAL_VI_2,CANTIDAD_H,VIV_TIPO_C,vTip_Casa,VIV_TIPO_D,vTip_Dep,vOtro_Tip,VIV_TIPO_T,VIV_TIPO_P,VIV_TIPO_M,VIV_TIPO_1,VIV_TIPO_O,VIV_PARED_,VIV_PARE_1,VIV_PARE_2,VIV_PARE_3,VIV_PARE_4,VIV_PARE_5,VIV_TECHO_,VIV_TECH_1,VIV_TECH_2,VIV_TECH_3,VIV_TECH_4,VIV_TECH_5,VIV_TECH_6,VIV_PISO_P,VIV_PISO_R,VIV_PISO_B,VIV_PISO_C,VIV_PISO_T,VIV_MATERI,Mat_Acep,VIV_MATE_1,Mat_Recup,VIV_MATE_2,Mat_Irrecup,VIV_AGUA_R,vAguRedPUB,VIV_AGUA_P,vAguPOZO,VIV_AGUA_C,vAguCAMION,VIV_AGUA_1,vAguRIO,Escudo,Latitud,Longitud
13,131,13129,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,SAN JOAQUÍN,30096,30071,99.91693248272196,25,0.0830675172780436,94492,48.50251873174449,45831,51.49748126825552,48661,9504.2,menor,94.2,47.1,25.3,21.8,13129,6034,6.556842631430248,8500,9.236520113880859,64003,69.54882315867255,13489,14.657814096016345,5432,5.748634805062863,mayor,9413,9.961689878508235,menor,30029,25,27827,30054,29630,22657,75.45039794864964,6655,22.161910153518267,2.3876918978320987,2,408,169,1,137,7459,16541,2284,772,603,33,4997,3681,18774,62,2,70,13,25480,615,1158,267,24,24211,88.2711098147878,3095,11.284089251859413,122,0.4448009333527782,27601,99.9565422083801,6,0.021728895809944592,2,0.007242965269981531,4,0.014485930539963061,https://upload.wikimedia.org/wikipedia/commons/8/8e/Escudo_de_San_Joaqu%C3%ADn_%28Chile%29.svg,-33.49620587,-70.62870059
13,131,13130,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,SAN MIGUEL,42947,42893,99.87426362726151,54,0.12573637273849161,107954,46.99964799822147,50738,53.00035200177854,57216,11229.8,menor,88.7,41.6,23.5,18.1,13130,7556,7.08724932935637,9325,8.746506087380643,76115,71.39306282476973,13618,12.773181758493257,7470,6.9196139096281755,mayor,7874,7.293847379439391,menor,42838,54,37073,42892,38328,15528,36.2481908585835,26541,61.956673981044865,1.7951351603716432,1,448,121,0,199,22930,10945,1525,507,952,18,6640,18775,11187,50,6,49,2,35849,258,457,123,6,34307,94.03300076745971,2115,5.797061725687973,62,0.16993750685231881,36818,99.98370627851402,1,0.0027156202476645666,3,0.0081468607429937,2,0.005431240495329133,https://upload.wikimedia.org/wikipedia/commons/f/f1/Escudo_de_San_Miguel_%28Chile%29.svg,-33.49918771,-70.65177646
13,131,13131,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,SAN RAMÓN,23855,23843,99.94969608048628,12,0.05030391951372878,82900,49.30398069963812,40873,50.69601930036188,42027,13207.6,menor,97.3,50.8,28.8,22.0,13131,6046,7.419861567915173,8804,10.804575131314124,54766,67.210740758922,11868,14.564822541848708,2352,2.837153196622437,mayor,10788,13.013268998793729,menor,23731,12,22816,23743,24271,19972,84.15995954658464,2648,11.158400404534154,4.681640048881206,3,383,528,1,196,3271,13760,3906,1403,328,34,2874,1129,18476,61,3,61,12,19410,1332,1396,399,54,17974,79.97686215181989,4363,19.413544540357748,137,0.6095933078223725,22611,99.95137476792503,6,0.026522853859075234,3,0.013261426929537617,2,0.008840951286358412,https://upload.wikimedia.org/wikipedia/commons/e/ed/Escudo_de_San_Ram%C3%B3n.svg,-33.54053737,-70.64231531
13,131,13132,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,VITACURA,31777,31745,99.89929823457217,32,0.10070176542782516,85384,44.97563946406821,38402,55.02436053593179,46982,3003.8,menor,81.7,56.4,28.8,27.5,13132,6212,7.468141380139456,8222,9.884587641259918,54249,65.21880259677808,14497,17.428468381822555,9305,10.897826290639932,mayor,1971,2.308395015459571,menor,31721,32,27832,31753,28092,12711,40.071246177611044,18971,59.80580687872388,0.12294694366508452,1,3,1,0,34,20456,7014,187,23,9,2,11261,13972,2327,24,0,8,0,27386,35,126,7,1,27176,99.16076771509888,221,0.8063927607093337,9,0.03283952419178282,27614,99.9674184556348,2,0.007240343192267313,2,0.007240343192267313,5,0.018100857980668284,https://upload.wikimedia.org/wikipedia/commons/8/80/Emblema_Vitacura.svg,-33.37954359,-70.57313042
13,132,13201,REGIÓN METROPOLITANA DE SANTIAGO,CORDILLERA,PUENTE ALTO,171511,171450,99.96443376809651,61,0.03556623190349307,568106,48.43233481075715,275147,51.56766518924285,292959,6439.5,menor,93.9,41.4,30.6,10.8,13201,40912,7.454715409971083,68991,12.571086010200307,399294,72.75672504177243,39610,7.217473538056184,7354,1.294476734975515,menor,60449,10.640443860828789,menor,170483,59,160935,170542,163830,152339,89.35729662195058,16686,9.787486142313309,0.8552172357361059,4,505,665,5,279,21539,129703,6500,2071,523,96,56729,7640,95063,294,9,234,65,146582,2859,9131,1011,64,143725,90.33399537409494,14973,9.410825623491553,406,0.2551790024135157,159809,99.88624360120257,39,0.02437637117087836,97,0.060628410348082085,46,0.028751617278471912,https://upload.wikimedia.org/wikipedia/commons/4/43/Escudo_de_Puente_Alto.svg,-33.59117374,-70.55798202
13,132,13202,REGIÓN METROPOLITANA DE SANTIAGO,CORDILLERA,PIRQUE,8308,8296,99.85556090515166,12,0.14443909484833894,26521,50.63534557520456,13429,49.36465442479545,13092,59.6,menor,102.6,44.9,30.3,14.6,13202,1920,7.500585983279944,3127,12.215798109227283,18075,70.61098523322134,2476,9.672630674271428,410,1.5459447230496588,menor,1588,5.987707854153312,menor,8254,12,7518,8266,7609,8037,97.37097165010904,2,0.0242306760358614,2.604797673855103,3,19,146,3,44,494,3029,2802,622,530,20,2301,22,5101,22,2,26,6,6395,436,400,218,29,5500,73.86516250335751,1881,25.26188557614827,65,0.8729519204942251,5990,80.05880780539962,919,12.282812082330928,108,1.4434643143544506,465,6.214915797914996,https://upload.wikimedia.org/wikipedia/commons/d/d3/Escudo_de_Pirque.svg,-33.7184831,-70.50682948
13,132,13203,REGIÓN METROPOLITANA DE SANTIAGO,CORDILLERA,SAN JOSÉ DE MAIPO,6926,6850,98.90268553277505,76,1.0973144672249495,18189,54.21408543625268,9861,45.78591456374732,8328,3.7,mayor,118.4,40.6,25.1,15.5,13203,1029,6.2667478684531055,1759,10.712545676004872,11883,72.36906211936662,1749,10.651644336175396,466,2.56198801473418,mayor,1414,7.773929297927319,menor,6814,75,5096,6889,5174,6502,95.42119166422071,23,0.3375403580862929,4.241267977692999,4,24,202,5,54,298,1371,2334,690,367,21,845,7,4145,16,0,41,8,4296,305,263,145,52,3454,68.5589519650655,1482,29.41643509329099,102,2.0246129416435092,3638,72.0110847189232,295,5.839271575613618,242,4.790182106096595,877,17.35946159936659,https://upload.wikimedia.org/wikipedia/commons/b/ba/Escudo_de_San_Jos%C3%A9_de_Maipo.svg,-33.70361726,-70.09650717
13,133,13301,REGIÓN METROPOLITANA DE SANTIAGO,CHACABUCO,COLINA,43028,43000,99.93492609463605,28,0.06507390536394905,146207,51.047487466400376,74635,48.952512533599624,71572,150.6,menor,104.3,47.5,38.7,8.8,13301,13723,9.704199755326597,21114,14.930734798073727,98778,69.85072093796185,7798,5.514344508637819,9598,6.564665166510496,mayor,12409,8.487281730696889,menor,42947,28,38925,42975,39615,38600,89.87822199455142,3446,8.023843341793373,2.097934663655195,4,253,552,16,76,9644,20567,6291,2022,233,58,12726,3105,22657,111,5,84,38,35308,1299,1457,537,67,33309,86.43605978824995,5006,12.990450487855512,221,0.5734897238945402,34760,89.82376350198976,3289,8.499147242751564,467,1.206780712181508,182,0.47030854307716163,https://upload.wikimedia.org/wikipedia/commons/8/89/Escudo_de_Colina_%28Chile%29.svg,-33.13489949,-70.61609816
13,133,13302,REGIÓN METROPOLITANA DE SANTIAGO,CHACABUCO,LAMPA,33342,33316,99.92202027472857,26,0.07797972527142943,102034,50.51747456730109,51545,49.48252543269891,50489,226.7,menor,102.1,47.1,38.6,8.6,13302,9321,9.497075785054918,14507,14.781040490697533,69066,70.3706722637703,5252,5.3512114604772485,3580,3.5086343767763686,mayor,10567,10.356351804300527,menor,33285,26,29297,33311,29707,31737,95.34925642181162,343,1.0304942166140905,3.620249361574295,2,173,850,37,143,3401,13816,8898,2791,169,95,11709,265,16921,107,3,126,14,25914,1310,1320,433,99,23285,80.35406170198081,5404,18.64862999516875,289,0.9973083028504381,24896,85.52093710281336,3133,10.762254817766479,1042,3.579402974820515,40,0.13740510459963587,https://upload.wikimedia.org/wikipedia/commons/3/3a/Escudo_de_Lampa.svg,-33.2781069,-70.87515953
13,133,13303,REGIÓN METROPOLITANA DE SANTIAGO,CHACABUCO,TILTIL,6934,6900,99.5096625324488,34,0.49033746755119706,19312,52.02464788732394,10047,47.975352112676056,9265,29.5,menor,108.4,45.9,30.8,15.2,13303,1452,7.846527965414753,2061,11.137530397189948,13188,71.26722507430424,1804,9.748716563091056,369,1.9107290803645403,mayor,1273,6.59175642087821,menor,6895,34,5711,6929,5791,6621,96.0261058738216,2,0.0290065264684554,3.9448875997099435,0,30,211,3,28,383,2003,2382,672,222,17,1082,12,4543,14,1,15,3,4764,316,376,170,33,4043,71.86277995023107,1521,27.035193743334517,62,1.1020263064344118,4372,77.3257870534135,534,9.44464096215069,669,11.832331093031483,79,1.3972408914043155,https://upload.wikimedia.org/wikipedia/commons/3/36/Escudo_de_Tiltil.svg,-33.06271555,-70.87618842
13,134,13401,REGIÓN METROPOLITANA DE SANTIAGO,MAIPO,SAN BERNARDO,90241,90193,99.94680910007646,48,0.053190899923538086,301313,49.05198248996891,147800,50.94801751003109,153513,1970.9,menor,96.3,45.7,33.1,12.6,13401,23289,7.992189349924674,38110,13.078377608554653,205868,70.6486339941729,24130,8.280799047347777,6882,2.2840036772392827,mayor,32736,10.864449924165237,menor,89981,47,83857,90028,86203,72965,81.08934108311755,14739,16.38012469299074,2.5305342238917206,5,643,1245,18,366,12512,59039,7561,3208,983,161,22125,5945,54690,201,8,230,38,75147,2288,4505,991,132,71317,86.22536573570306,10924,13.207592794099869,469,0.5670414701970742,82529,99.13869735482787,274,0.32914494390120846,410,0.49251615693246525,33,0.039641544338466714,https://upload.wikimedia.org/wikipedia/commons/4/4d/Escudo_de_San_Bernardo_%28Chile%29.svg,-33.62926943,-70.72418102
13,134,13402,REGIÓN METROPOLITANA DE SANTIAGO,MAIPO,BUIN,31152,31109,99.86196712891629,43,0.13803287108371853,96614,49.242345829796925,47575,50.75765417020308,49039,444.2,menor,97.0,45.3,32.6,12.7,13402,7245,7.845833965042992,11588,12.549002620692642,65915,71.3813865846527,7594,8.22377682961166,1454,1.5049578736000995,menor,7403,7.662450576521001,menor,30927,38,27863,30965,28455,30032,97.106088531057,60,0.1940052381414298,2.6999062308015738,0,232,452,9,142,2724,16075,6159,1929,837,60,8170,235,19156,68,1,93,21,24903,977,1292,509,48,22491,81.34765625,4963,17.95066550925926,194,0.7016782407407407,26328,95.0160597639756,1025,3.6991591179761087,252,0.9094518026633946,104,0.375329315384893,https://upload.wikimedia.org/wikipedia/commons/5/55/Escudo_de_Buin.svg,-33.7480621,-70.73894224
13,134,13403,REGIÓN METROPOLITANA DE SANTIAGO,MAIPO,CALERA DE TANGO,7601,7588,99.82896987238522,13,0.17103012761478753,25392,50.086641461877754,12718,49.913358538122246,12674,347.2,menor,100.3,43.6,30.0,13.5,13403,1694,7.013331125279457,2991,12.383042146228368,17397,72.02533741823301,2072,8.57828931025917,439,1.7288909892879647,menor,1355,5.3363264020163825,menor,7560,13,6981,7573,7081,7261,96.04497354497354,3,0.03968253968253968,3.915343915343911,0,41,180,3,72,758,3002,2352,672,165,16,2471,24,4412,21,1,21,5,6210,274,338,117,13,5485,79.14862914862914,1396,20.144300144300146,49,0.7070707070707071,5682,81.991341991342,1147,16.55122655122655,88,1.2698412698412698,13,0.18759018759018758,https://upload.wikimedia.org/wikipedia/commons/e/e3/Escudo_de_Calera_de_Tango.svg,-33.62325053,-70.79022853
13,134,13404,REGIÓN METROPOLITANA DE SANTIAGO,MAIPO,PAINE,24462,24431,99.87327283133023,31,0.12672716866977352,72759,50.194477659121205,36521,49.805522340878795,36238,107.4,menor,100.8,46.2,32.0,14.2,13404,5211,7.4718247254165355,8860,12.70396604628488,49378,70.80095208052538,6293,9.02325714777322,1907,2.6209815967784054,mayor,5785,7.950906417075551,menor,24304,31,21147,24335,21530,23210,95.49868334430546,346,1.4236339697169191,3.0776826859776207,5,157,445,23,118,1322,9888,7370,1972,463,70,3837,209,16791,77,1,82,25,18075,1078,1293,524,49,16026,76.58781362007169,4712,22.51851851851852,187,0.8936678614097968,18340,87.27930328844049,2460,11.707038499976205,113,0.537762337600533,100,0.47589587398277255,https://upload.wikimedia.org/wikipedia/commons/4/42/Escudo_de_Paine.svg,-33.86371266,-70.7583137
13,135,13501,REGIÓN METROPOLITANA DE SANTIAGO,MELIPILLA,MELIPILLA,43393,43329,99.85251077362707,64,0.14748922637291728,123627,49.6736149870174,61410,50.3263850129826,62217,91.4,menor,98.7,48.1,31.0,17.1,13501,8918,7.483050278579579,14099,11.83040209438142,82864,69.5307780089951,13295,11.155769618043902,2745,2.220388750030333,mayor,8022,6.4888737897061315,menor,43182,63,38321,43245,38963,39403,91.24866842665925,2996,6.938076050206105,1.813255523134643,10,129,506,11,127,4406,17723,11939,3316,694,81,7679,1229,28888,99,3,75,37,33783,1483,1823,814,74,30227,80.01217639896235,7333,19.41076817195193,218,0.5770554290857113,35104,92.25513127118867,2424,6.37039762424115,356,0.9355864497647893,167,0.4388846548053928,https://upload.wikimedia.org/wikipedia/commons/a/a5/Escudo_de_Melipilla.svg,-33.74375254,-71.19369048
13,135,13502,REGIÓN METROPOLITANA DE SANTIAGO,MELIPILLA,ALHUÉ,2658,2627,98.83370955605719,31,1.1662904439428141,6444,54.56238361266295,3516,45.43761638733706,2928,7.6,mayor,120.1,42.5,26.8,15.7,13502,309,5.326667815893812,480,8.274435442165144,4412,76.05585243923461,600,10.343044302706431,35,0.5431409062693979,menor,176,2.7312228429546863,menor,2613,28,1889,2641,1912,2480,94.9100650593188,2,0.07654037504783774,5.013394565633362,1,6,92,1,31,44,481,937,274,141,10,176,0,1700,2,1,4,0,1431,163,173,98,14,1151,61.452215696743195,699,37.319807794981315,23,1.2279765082754939,1692,90.09584664536742,94,5.005324813631523,61,3.2481363152289675,31,1.650692225772098,https://upload.wikimedia.org/wikipedia/commons/a/af/Comuna_de_Alhu%C3%A9.svg,-34.04272913,-71.05644251
13,135,13503,REGIÓN METROPOLITANA DE SANTIAGO,MELIPILLA,CURACAVÍ,11806,11784,99.81365407419956,22,0.18634592580044046,32579,49.79281132017557,16222,50.20718867982442,16357,46.9,menor,99.2,48.2,30.6,17.6,13503,2279,7.282313468605209,3700,11.822974916120787,21818,69.7172072216009,3498,11.17750439367311,571,1.7526627582184842,menor,2118,6.501120353602014,menor,11754,22,9944,11776,10093,11201,95.29521864897056,180,1.5313935681470139,3.173387782882429,2,39,255,10,67,564,4370,3831,990,132,40,1831,40,7976,20,0,29,6,8457,487,602,321,35,7519,76.16491085899514,2258,22.872771474878444,95,0.9623176661264181,8045,81.4106456182959,1426,14.430277271807327,312,3.1572556162720096,99,1.0018214936247722,https://upload.wikimedia.org/wikipedia/commons/4/48/MUNICIPALIDAD_DE_CURACAVI.png,-33.36648657,-71.08013159
13,135,13504,REGIÓN METROPOLITANA DE SANTIAGO,MELIPILLA,MARÍA PINTO,4852,4850,99.95877988458368,2,0.041220115416323165,13590,50.25754231052244,6830,49.74245768947756,6760,34.4,menor,101.0,47.1,30.2,16.9,13504,785,6.337289093404376,1365,11.019617340760474,9071,73.22999919270202,1166,9.413094373133124,71,0.5224429727740987,menor,852,6.269315673289183,menor,4846,2,4167,4848,4242,4705,97.09038382170863,0,0.0,2.9096161782913725,0,11,112,0,18,149,1269,2069,536,124,9,587,5,3536,15,0,9,2,3522,250,249,108,19,2987,72.21953578336557,1115,26.95841392649903,34,0.8220502901353964,3861,93.058568329718,274,6.604000964087732,4,0.09640877319836105,10,0.2410219329959026,https://upload.wikimedia.org/wikipedia/commons/7/70/Municipalidad_Mar%C3%ADa_Pinto.jpg,-33.49808383,-71.21040036
13,135,13505,REGIÓN METROPOLITANA DE SANTIAGO,MELIPILLA,SAN PEDRO,4187,4184,99.92834965368999,3,0.07165034631000718,9726,52.76578243882377,5132,47.23421756117623,4594,12.4,mayor,111.7,54.8,32.7,22.1,13505,633,7.113958192852326,1075,12.081366599235784,6082,68.35243875028097,1108,12.45223645763093,250,2.5704297758585235,mayor,573,5.891425046267736,menor,4165,3,3193,4168,3227,3925,94.23769507803121,0,0.0,5.762304921968791,1,27,195,1,16,82,589,1886,479,134,13,325,0,2840,7,0,6,2,2445,255,212,223,33,1994,63.22130627774255,1107,35.09828788839569,53,1.6804058338617627,1570,49.55808080808081,1223,38.60479797979798,330,10.416666666666668,45,1.4204545454545454,https://upload.wikimedia.org/wikipedia/commons/d/db/Escudo_de_San_Pedro_%28Chile%29.svg,-33.93179022,-71.45271033
13,136,13601,REGIÓN METROPOLITANA DE SANTIAGO,TALAGANTE,TALAGANTE,23271,23251,99.91405612135276,20,0.08594387864724336,74237,49.52921050150195,36769,50.47078949849806,37468,586.4,menor,98.1,45.3,31.2,14.1,13601,5605,7.803472231890515,8744,12.173695128572822,50855,70.80206607543124,6623,9.220766564105421,1175,1.5827687002438136,menor,5545,7.469321227959104,menor,23169,19,21308,23188,21547,21247,91.70443264707153,1477,6.374897492338902,1.9206698605895696,5,54,279,3,104,2089,14199,3525,1106,302,41,5630,634,14822,49,3,61,17,19096,467,1208,361,32,17858,84.59097153142912,3133,14.840604424233812,120,0.5684240443370754,17767,83.85406834057014,3186,15.036813290541817,209,0.9864074004153295,26,0.12271096847272041,https://upload.wikimedia.org/wikipedia/commons/a/a1/Escudo_de_Talagante.svg,-33.68200011,-70.89544884
13,136,13602,REGIÓN METROPOLITANA DE SANTIAGO,TALAGANTE,EL MONTE,11869,11860,99.92417221332884,9,0.07582778667116016,35923,49.53094117974557,17793,50.46905882025443,18130,312.7,menor,98.1,48.6,33.5,15.1,13602,2865,8.259816640719599,4375,12.613158046474082,24087,69.44300294066771,3359,9.684022372138616,401,1.1162764802494225,menor,3380,9.409013723798124,menor,11842,9,10717,11851,10867,10919,92.20570849518663,727,6.139165681472724,1.6551258233406543,0,38,123,2,33,1915,4460,3164,874,251,19,1583,296,8740,13,0,27,3,8979,586,788,276,23,8008,75.43330821401658,2548,24.001507159005275,60,0.5651846269781462,9646,90.40299906279287,848,7.947516401124649,152,1.4245548266166823,24,0.22492970946579194,https://upload.wikimedia.org/wikipedia/commons/0/04/Comuna_de_El_Monte.svg,-33.66787913,-71.03354182
13,136,13603,REGIÓN METROPOLITANA DE SANTIAGO,TALAGANTE,ISLA DE MAIPO,11826,11817,99.92389649923896,9,0.076103500761035,36219,49.8384825643999,18051,50.1615174356001,18168,191.3,menor,99.4,47.5,32.4,15.1,13603,2521,7.272884632028388,4353,12.558059025473847,24408,70.41514006289127,3381,9.753916279606496,427,1.1789392307904691,menor,2413,6.662249095778459,menor,11808,9,10713,11817,10846,11480,97.22222222222221,0,0.0,2.7777777777777857,5,70,204,5,44,1664,3797,3802,1096,288,33,2258,31,8304,22,2,40,7,9086,522,670,354,19,7944,74.78817548484278,2593,24.41159856900772,85,0.800225946149501,8935,83.90459198046764,1637,15.372335430556861,61,0.5728237393182458,16,0.1502488496572448,https://upload.wikimedia.org/wikipedia/commons/f/f9/Escudo_de_Isla_de_Maipo.png,-33.74871994,-70.94591162
13,136,13604,REGIÓN METROPOLITANA DE SANTIAGO,TALAGANTE,PADRE HURTADO,20807,20787,99.90387850242706,20,0.09612149757293219,63250,49.726482213438736,31452,50.273517786561264,31798,780.2,menor,98.9,45.6,32.7,12.9,13604,5008,8.331808275242485,7189,11.960337398306354,42879,71.33778095729284,5031,8.370073369158334,1332,2.1059288537549405,mayor,6334,10.014229249011859,menor,20560,19,17988,20579,18393,19986,97.20817120622569,10,0.048638132295719845,2.743190661478593,1,117,344,2,100,1702,10084,4480,1492,116,44,5339,123,12273,52,0,66,14,15841,740,852,402,26,14477,81.34060006742331,3192,17.934599393190247,129,0.724800539386448,16371,91.57576774626615,1453,8.127761928735246,46,0.2573138669799183,7,0.03915645801868323,https://upload.wikimedia.org/wikipedia/commons/8/89/Comuna_de_Padre_Hurtado.svg,-33.55753467,-70.87100735
13,136,13605,REGIÓN METROPOLITANA DE SANTIAGO,TALAGANTE,PEÑAFLOR,28549,28522,99.90542575922099,27,0.09457424077901153,90201,48.71786343832108,43944,51.28213656167892,46257,1301.0,menor,95.0,47.1,32.5,14.6,13605,6954,7.924063903005994,11192,12.75325326465963,61194,69.73039494974817,8418,9.592287882586204,1152,1.2771477034622676,menor,6898,7.64736532854403,menor,28493,27,26101,28520,26484,25673,90.10283227459375,2292,8.044081002351454,1.853086723054787,5,117,322,0,84,3225,17231,3963,1254,305,30,8462,813,16575,52,1,49,3,23552,716,1214,373,34,22181,86.00286921794424,3507,13.597766662789345,103,0.3993641192664108,24184,93.29886964237491,1555,5.998996952278076,153,0.59025500559392,29,0.11187839975309595,https://upload.wikimedia.org/wikipedia/commons/3/3e/Escudo_de_Pe%C3%B1aflor_%28Chile%29.svg,-33.61105973,-70.89374719
6,61,6101,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL,RANCAGUA,90043,89904,99.84562931044056,139,0.15437068955943273,241774,48.78192030574007,117942,51.218079694259934,123832,923.7,menor,95.2,47.7,31.1,16.6,6101,15917,6.915323456575575,26991,11.7265499413477,162491,70.5960811574054,24771,10.76204544467133,3958,1.6370660203330383,menor,16957,7.013574660633484,menor,89707,138,79236,89845,80524,69300,77.25149653873164,19265,21.47547014168348,1.2730333195848687,10,400,477,19,236,15692,54778,4888,1477,2085,89,20071,6766,51586,167,6,198,37,73329,1431,3120,684,155,70048,89.3241520020403,7973,10.16704922213721,399,0.5087987758224942,78234,99.36999872983615,335,0.4255048901308268,129,0.16385113679664676,32,0.04064524323637749,https://upload.wikimedia.org/wikipedia/commons/b/b7/Escudo_de_Rancagua.png,-34.12576152,-70.81674787
