REGION,PROVINCIA,COMUNA,NOM_REGION,NOM_PROVIN,NOM_COMUNA,TOTAL_VIVI,PARTICULAR,POR_PART,COLECTIVAS,POR_COLE,TOTAL_PERS,POR_HOMBRES,HOMBRES,POR_MUJERES,MUJERES,DENSIDAD,MEDIA_MAS,INDICE_MAS,INDICE_DEP,IND_DEP_JU,IND_DEP_VE,CUT,PERSONAS_0,Porc_0_5,PERSONAS_6,Porc_6_14,PERSONAS_1,Porc_15_64,PERSONAS_M,Porc_mas_65,PERSONAS_E,Porc_MIGR,PNac_MIG,PUEBLOS_IN,Porc_IND,PNac_IND,TOTAL_VIV_,TOTAL_VI_1,VIV_OCUPA_,TOTAL_VI_2,CANTIDAD_H,VIV_TIPO_C,vTip_Casa,VIV_TIPO_D,vTip_Dep,vOtro_Tip,VIV_TIPO_T,VIV_TIPO_P,VIV_TIPO_M,VIV_TIPO_1,VIV_TIPO_O,VIV_PARED_,VIV_PARE_1,VIV_PARE_2,VIV_PARE_3,VIV_PARE_4,VIV_PARE_5,VIV_TECHO_,VIV_TECH_1,VIV_TECH_2,VIV_TECH_3,VIV_TECH_4,VIV_TECH_5,VIV_TECH_6,VIV_PISO_P,VIV_PISO_R,VIV_PISO_B,VIV_PISO_C,VIV_PISO_T,VIV_MATERI,Mat_Acep,VIV_MATE_1,Mat_Recup,VIV_MATE_2,Mat_Irrecup,VIV_AGUA_R,vAguRedPUB,VIV_AGUA_P,vAguPOZO,VIV_AGUA_C,vAguCAMION,VIV_AGUA_1,vAguRIO,Escudo,Latitud,Longitud
6,63,6308,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,COLCHAGUA,PLACILLA,3180,3174,99.81132075471699,6,0.18867924528301888,8738,50.7209887846189,4432,49.2790112153811,4306,60.6,menor,102.9,48.2,28.4,19.8,6308,521,6.285438532995537,867,10.45964531306551,5865,70.75642417661962,1036,12.498491977319338,62,0.7095445181963836,menor,423,4.84092469672694,menor,3172,6,2751,3178,2807,2921,92.08701134930644,0,0.0,7.912988650693563,0,14,220,0,17,161,1461,670,266,174,14,345,2,2387,4,0,1,1,2190,227,132,169,22,1853,67.90032979113228,838,30.70721876145108,38,1.392451447416636,2622,95.62363238512035,95,3.464624361779723,20,0.7293946024799417,5,0.18234865061998543,https://upload.wikimedia.org/wikipedia/commons/b/b8/Escudo_de_Placilla.svg,-34.61900126,-71.08630945
6,63,6309,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,COLCHAGUA,PUMANQUE,1670,1668,99.88023952095809,2,0.11976047904191617,3421,51.1838643671441,1751,48.81613563285589,1670,7.8,menor,104.9,49.7,21.3,28.4,6309,119,4.002690884628322,147,4.944500504540867,2204,74.133871510259,503,16.918937100571814,27,0.7892429114294066,menor,80,2.33849751534639,menor,1668,2,1197,1670,1211,1561,93.5851318944844,0,0.0,6.414868105515595,0,1,102,1,3,24,503,322,128,211,8,133,0,1053,3,0,3,2,933,106,51,89,14,682,57.35912531539108,483,40.62237174095879,24,2.0185029436501263,914,76.48535564853557,173,14.476987447698745,59,4.937238493723849,49,4.100418410041841,https://upload.wikimedia.org/wikipedia/commons/2/26/Comuna_de_Pumanque.svg,-34.59586984,-71.69177217
6,63,6310,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,COLCHAGUA,SANTA CRUZ,14334,14300,99.76280173015209,34,0.23719826984791403,37855,49.116365077268526,18593,50.88363492273148,19262,96.1,menor,96.5,48.5,29.5,19.0,6310,2364,6.633741160624088,4033,11.317207318442026,24893,69.8535189134583,4346,12.195532607475586,668,1.7646281865011226,menor,1184,3.127724210804385,menor,14247,33,12370,14280,12641,12641,88.72745139327579,1152,8.085912823752368,3.186635782971848,0,51,347,1,55,1273,8509,1465,669,396,24,2107,311,9854,17,1,16,5,10739,628,496,350,71,9920,81.03251102760987,2216,18.101617382780592,106,0.8658715896095409,11851,96.31827048114434,293,2.3813394018205463,66,0.5364109232769831,94,0.7639791937581275,https://upload.wikimedia.org/wikipedia/commons/d/d6/Escudo_de_Santa_Cruz%2C_Chile.svg,-34.64287704,-71.40191902
7,71,7101,REGIÓN DEL MAULE,TALCA,TALCA,80810,80575,99.70919440663283,235,0.29080559336715756,220357,47.93221908085516,105622,52.067780919144845,114735,949.8,menor,92.1,45.2,27.9,17.3,7101,12213,5.902994272457043,21284,10.28734382174533,150129,72.56289422170667,23269,11.246767684090964,2864,1.2997091084013668,menor,7241,3.286031303748009,menor,80211,233,71182,80444,72943,71349,88.95164004936979,7740,9.649549313685156,1.3988106369450577,12,208,592,21,289,16960,45923,4961,1679,1374,79,13106,4485,52949,113,6,75,21,65031,1719,2968,751,100,62117,88.37874368641958,7929,11.281212207441133,239,0.34004410613929004,69280,97.86278304352125,1427,2.0157360190979334,59,0.08334157331939598,27,0.038139364061418504,https://upload.wikimedia.org/wikipedia/commons/8/85/Escudo_de_Talca.svg,-35.42782274,-71.6021976
7,71,7102,REGIÓN DEL MAULE,TALCA,CONSTITUCIÓN,18740,18660,99.57310565635005,80,0.42689434364994666,46068,49.93704957888339,23005,50.06295042111661,23063,34.5,menor,99.7,47.5,32.5,14.9,7102,3504,7.987599161119722,5539,12.626515911370475,30749,70.09437403118446,4076,9.291510896325338,198,0.42979942693409745,menor,2082,4.519406095337327,menor,18635,80,15271,18715,15427,12950,69.49288972363831,4945,26.536088006439496,3.9710222699221873,5,72,494,30,139,2903,6026,4380,1495,356,57,2025,1586,11487,27,0,57,5,14094,245,603,132,78,12340,81.73809366099225,2610,17.288202954229316,147,0.9737033847784328,13101,86.36123928806856,770,5.075807514831905,365,2.4060646011865523,934,6.156888595912986,https://upload.wikimedia.org/wikipedia/commons/2/2c/Escudo_de_Constituci%C3%B3n_%28Chile%29.svg,-35.36303603,-72.27579901
7,71,7103,REGIÓN DEL MAULE,TALCA,CUREPTO,4556,4550,99.86830553116769,6,0.13169446883230904,9448,51.35478408128704,4852,48.64521591871295,4596,8.8,menor,105.6,56.0,24.1,31.9,7103,357,4.122401847575058,686,7.921478060046189,5957,68.78752886836028,1660,19.168591224018474,0,0.0,menor,492,5.207451312447079,menor,4538,6,3566,4544,3606,4205,92.66196562362275,2,0.044072278536800354,7.293962097840449,1,24,296,1,9,309,1315,863,377,683,14,506,1,3034,8,1,5,2,2746,328,138,133,209,2067,58.323927765237016,1257,35.46839729119639,220,6.207674943566591,2530,71.34799774393683,365,10.293288212069939,80,2.2560631697687534,571,16.102650874224476,https://upload.wikimedia.org/wikipedia/commons/d/d5/Escudo_de_curepto_2014.jpg,-35.12973796,-71.95298014
7,71,7104,REGIÓN DEL MAULE,TALCA,EMPEDRADO,1660,1652,99.51807228915662,8,0.48192771084337355,4142,53.090294543698704,2199,46.9097054563013,1943,7.3,mayor,113.2,48.8,29.9,18.9,7104,179,4.924346629986244,351,9.656121045392021,2719,74.80055020632737,386,10.61898211829436,4,0.09657170449058425,menor,105,2.5350072428778367,menor,1632,7,1404,1639,1437,1460,89.4607843137255,21,1.2867647058823528,9.252450980392155,0,6,139,1,5,140,616,397,128,107,8,136,1,1250,0,0,3,1,1209,48,83,33,17,1011,73.10195227765726,346,25.01807664497469,26,1.8799710773680405,938,67.0,213,15.214285714285714,86,6.142857142857143,163,11.642857142857142,https://upload.wikimedia.org/wikipedia/commons/a/a3/Comuna_de_Empedrado.svg,-35.61352,-72.28438652
7,71,7105,REGIÓN DEL MAULE,TALCA,MAULE,18683,18670,99.93041802708345,13,0.06958197291655516,49721,48.79024959272742,24259,51.20975040727258,25462,204.6,menor,95.3,48.7,38.6,10.1,7105,3901,8.363527217374525,6861,14.709602727097312,33131,71.03102287588706,2750,5.895847179641104,230,0.4625812031133726,menor,1747,3.5136059210394,menor,18643,12,15716,18655,15831,18270,97.99924904790002,8,0.04291154857050904,1.9578394035294622,2,20,270,4,69,2817,9593,2348,657,248,20,2123,112,13358,27,0,21,5,13657,801,838,280,46,12915,82.91602465331279,2585,16.596045197740114,76,0.48793014894709813,14645,93.80604663079683,866,5.547015116576992,78,0.49961568024596464,23,0.14732257238022034,https://upload.wikimedia.org/wikipedia/commons/d/df/Maule_Comuna_Armas.png,-35.5082259,-71.71205417
7,71,7106,REGIÓN DEL MAULE,TALCA,PELARCO,3282,3278,99.87812309567336,4,0.1218769043266301,8422,50.237473284255515,4231,49.76252671574448,4191,25.5,menor,101.0,51.8,29.7,22.1,7106,566,7.052959501557632,885,11.02803738317757,5507,68.62305295950156,1067,13.29595015576324,4,0.04749465685110425,menor,188,2.2322488720019,menor,3274,4,2744,3278,2768,3132,95.66279780085523,3,0.0916310323762981,4.245571166768471,0,9,118,0,12,198,1078,799,268,387,8,281,3,2439,4,0,5,1,2109,272,186,129,37,1659,60.9478324761205,1015,37.288758265980896,48,1.763409257898604,2174,79.72130546387972,407,14.924825815914925,116,4.253758709204254,30,1.1001100110011002,https://upload.wikimedia.org/wikipedia/commons/5/5e/Escudo_de_Pelarco.png,-35.38307581,-71.35002921
7,71,7107,REGIÓN DEL MAULE,TALCA,PENCAHUE,3555,3551,99.88748241912799,4,0.11251758087201125,8245,51.449363250454816,4242,48.55063674954518,4003,8.6,menor,106.0,49.9,26.7,23.2,7107,301,4.184042257436753,691,9.605226577703641,5319,73.93661384487072,883,12.27411731998888,14,0.16979987871437235,menor,83,1.0066707095209217,menor,3550,4,2837,3554,2858,3313,93.32394366197182,0,0.0,6.676056338028175,0,14,210,2,11,230,918,972,375,320,13,420,3,2385,1,1,5,6,2264,213,137,137,68,1767,62.904948380206484,958,34.104663581345676,84,2.9903880384478465,1690,60.206626291414324,552,19.66512290701817,176,6.270039187744923,389,13.858211613822585,https://upload.wikimedia.org/wikipedia/commons/9/90/Escudo_de_Pencahue.png,-35.32752472,-71.81617382
7,71,7108,REGIÓN DEL MAULE,TALCA,RÍO CLARO,5506,5500,99.89102796948784,6,0.10897203051216856,13906,52.1070041708615,7246,47.8929958291385,6660,32.1,mayor,108.8,47.5,28.2,19.3,7108,638,5.086907989156434,1145,9.129325466432785,9315,74.27045128368681,1444,11.513315260723967,0,0.0,menor,516,3.710628505681001,menor,5455,6,4679,5461,4707,5270,96.60861594867094,0,0.0,3.391384051329055,0,12,159,6,8,431,1857,1275,522,561,22,298,7,4312,17,0,5,15,3668,373,298,255,57,2866,61.86056550830995,1682,36.30477012734729,85,1.8346643643427585,3985,85.82812836528106,491,10.5750592289468,86,1.852250699978462,81,1.744561705793668,https://upload.wikimedia.org/wikipedia/commons/4/41/Comuna_de_R%C3%ADo_Claro.svg,-35.26062338,-71.26886211
7,71,7109,REGIÓN DEL MAULE,TALCA,SAN CLEMENTE,18387,18348,99.78789362049274,39,0.21210637950726058,43269,50.09822274607687,21677,49.90177725392313,21592,9.6,menor,100.4,49.8,31.3,18.5,7109,2811,6.918022297147639,4674,11.502965569857013,28545,70.25078138458888,4603,11.328230748406467,91,0.21031223277635258,menor,1445,3.339573366613511,menor,18342,38,14089,18380,14203,17572,95.80198451641041,0,0.0,4.198015483589586,7,51,416,7,289,1713,7242,2619,1048,1391,49,1386,16,12563,32,1,24,9,11205,1341,653,599,187,9519,68.2610254571531,4186,30.017927572606666,240,1.7210469702402296,12597,89.94644769725099,691,4.933952159942877,83,0.5926454837558015,634,4.526954659050339,https://upload.wikimedia.org/wikipedia/commons/e/ee/Escudo_de_San_Clemente_%28Chile%29.png,-35.71156694,-70.84978177
7,71,7110,REGIÓN DEL MAULE,TALCA,SAN RAFAEL,3593,3590,99.91650431394378,3,0.08349568605622043,9191,49.711674464149716,4569,50.288325535850284,4622,34.9,menor,98.9,52.3,33.2,19.1,7110,508,6.006148025537953,1066,12.60345235280208,5953,70.38306928351857,931,11.007330338141404,12,0.13056250680013057,menor,341,3.71015123490371,menor,3583,3,3028,3586,3040,3441,96.03684063633825,1,0.027909572983533353,3.9352497906782133,0,4,116,4,17,277,1452,806,209,261,12,302,4,2690,8,0,8,3,2409,291,163,117,29,2051,68.4351017684351,902,30.09676343009676,44,1.4681348014681348,2393,79.68697968697968,453,15.084915084915085,148,4.9284049284049285,9,0.2997002997002997,https://upload.wikimedia.org/wikipedia/commons/f/f9/Escudo_de_San_Rafael_%28Chile%29.svg,-35.30150461,-71.50047438
7,72,7201,REGIÓN DEL MAULE,CAUQUENES,CAUQUENES,17895,17878,99.90500139703828,17,0.09499860296172116,40441,47.75846294602013,19314,52.24153705397987,21127,19.0,menor,91.4,56.7,31.0,25.7,7201,2331,6.3447562535724975,3847,10.471161436076104,24760,67.39432211001932,5801,15.789760200332074,39,0.09643678445142306,menor,767,1.89659009421132,menor,17643,15,13954,17658,14088,16831,95.39760811653348,275,1.5586918324547978,3.043700051011726,5,41,423,8,60,1891,8310,2028,791,828,55,2125,74,11604,48,3,16,5,11461,719,958,518,199,10285,74.57221577726219,3244,23.52088167053364,263,1.9069025522041765,11883,85.69883167459975,1307,9.425933939131689,356,2.567431126496466,320,2.3078032597721045,https://upload.wikimedia.org/wikipedia/commons/5/53/Escudo_de_Armas_de_Cauquenes.png,-35.9712438,-72.28049054
7,72,7202,REGIÓN DEL MAULE,CAUQUENES,CHANCO,3704,3697,99.8110151187905,7,0.18898488120950324,8928,49.84318996415771,4450,50.15681003584229,4478,16.9,menor,99.4,54.2,30.1,24.1,7202,479,5.843601317555203,809,9.869464438209102,5748,70.12321581066244,1161,14.163718433573258,0,0.0,menor,169,1.8929211469534053,menor,3683,7,3001,3690,3028,3471,94.24382297040455,0,0.0,5.756177029595449,0,4,193,1,14,196,1206,659,301,602,28,664,0,2306,9,0,6,1,2447,136,198,145,56,1770,59.515803631472764,1120,37.65971755211836,84,2.824478816408877,1663,55.86160564326504,833,27.981189116560294,196,6.58380920389654,285,9.573396036278133,https://upload.wikimedia.org/wikipedia/commons/f/f4/Escudo_Chanco.png,-35.69894055,-72.48502257
7,72,7203,REGIÓN DEL MAULE,CAUQUENES,PELLUHUE,5791,5758,99.43015023312036,33,0.5698497668796408,7571,49.72922995641263,3765,50.270770043587376,3806,20.5,menor,98.9,58.2,31.6,26.5,7203,433,6.383606074008551,692,10.201975527052927,4581,67.53648827952233,1077,15.877930119416186,19,0.2509576013736627,menor,183,2.4171179500726456,menor,5716,31,2730,5747,2762,5536,96.85094471658502,13,0.22743177046885937,2.9216235129461268,1,7,116,3,40,283,1412,548,189,280,13,379,9,2313,7,0,5,3,2282,115,219,79,20,1934,71.49722735674676,735,27.171903881700555,36,1.3308687615526802,1871,69.14264597191426,212,7.834441980783444,87,3.2150776053215075,536,19.807834441980784,https://upload.wikimedia.org/wikipedia/commons/e/e1/Escudo_Pelluhue.png,-35.91153892,-72.60740927
7,73,7301,REGIÓN DEL MAULE,CURICÓ,CURICÓ,54598,54549,99.91025312282501,49,0.0897468771749881,149136,48.620722025533745,72511,51.37927797446626,76625,111.9,menor,94.6,46.1,30.2,15.8,7301,8541,6.161804172798892,15669,11.304216085187429,100419,72.44610856202927,13983,10.087871179984417,1865,1.2505364231305653,menor,7935,5.320646926295462,menor,54194,49,48407,54243,49272,51553,95.12676680075285,1736,3.2033066391113403,1.6699265601358064,7,136,545,17,200,9238,32282,4011,1715,931,70,8379,1077,38462,150,2,55,28,42964,1291,2722,974,104,40633,84.86956158489463,7028,14.67928232763122,216,0.45115608747415253,46300,96.13587757729283,1596,3.313884678474284,117,0.24293515500093438,148,0.3073025892319512,https://upload.wikimedia.org/wikipedia/commons/4/45/Escudo_de_Curic%C3%B3.svg,-35.19849436,-70.89737078
7,73,7302,REGIÓN DEL MAULE,CURICÓ,HUALAÑÉ,4329,4322,99.83829983829983,7,0.1617001617001617,9657,50.56435746090918,4883,49.435642539090814,4774,15.3,menor,102.3,52.9,27.6,25.4,7302,411,4.816029997656433,799,9.362549800796813,6010,70.42418561049918,1314,15.397234591047573,7,0.07248627938283111,menor,430,4.452728590659625,menor,4322,7,3437,4329,3499,4054,93.79916705229061,30,0.6941230911614993,5.506709856547886,1,18,199,1,19,516,1674,660,306,266,7,373,4,3023,13,1,6,1,2842,194,192,138,50,2417,71.02556567734352,925,27.181898325007346,61,1.792535997649133,2788,81.47282291057861,369,10.783167738164815,206,6.019871420222092,59,1.7241379310344827,https://upload.wikimedia.org/wikipedia/commons/9/96/Escudo-huala%C3%B1e-original.jpg,-34.95261512,-71.70879395
7,73,7303,REGIÓN DEL MAULE,CURICÓ,LICANTÉN,3959,3931,99.29275069461985,28,0.7072493053801465,6653,50.398316548925294,3353,49.6016834510747,3300,24.5,menor,101.6,49.8,27.7,22.2,7303,349,5.612737214538437,630,10.131875201029269,4395,70.68189128337086,844,13.573496301061436,12,0.180369758003908,menor,898,13.497670223959116,menor,3930,28,2346,3958,2369,3697,94.07124681933843,7,0.178117048346056,5.75063613231552,1,9,181,1,34,254,959,729,237,149,10,274,4,2040,11,0,1,1,2075,74,124,42,16,1734,74.67700258397933,564,24.289405684754524,24,1.03359173126615,1878,80.8437365475678,92,3.9603960396039604,158,6.801549720189411,195,8.394317692638829,https://upload.wikimedia.org/wikipedia/commons/5/54/Escudo_de_Licant%C3%A9n.svg,-34.9742867,-72.06032912
7,73,7304,REGIÓN DEL MAULE,CURICÓ,MOLINA,17338,17305,99.80966662821548,33,0.19033337178451956,45976,49.23220810857839,22635,50.76779189142161,23341,30.3,menor,97.0,48.3,30.4,17.9,7304,2823,6.565727044376221,4803,11.170806586659223,30468,70.86240580519117,4902,11.401060563773374,144,0.3132068905515921,menor,2484,5.402818862014964,menor,17276,32,15030,17308,15272,16846,97.51099791618431,42,0.24311183144246357,2.245890252373229,1,36,251,18,82,1870,10416,1511,597,563,41,1535,49,13311,46,1,25,12,12679,658,1038,514,52,11746,78.83750587287737,3055,20.50473186119874,98,0.6577622659238875,14351,95.90350173750333,412,2.753274525527934,67,0.4477412456562416,134,0.8954824913124833,https://upload.wikimedia.org/wikipedia/commons/9/90/Escudo_molina.jpg,-35.35276589,-70.91092238
7,73,7305,REGIÓN DEL MAULE,CURICÓ,RAUCO,4158,4156,99.95189995189995,2,0.0481000481000481,10484,49.96184662342617,5238,50.038153376573824,5246,33.9,menor,99.8,49.6,29.4,20.2,7305,540,5.622071837584591,1067,11.108797501301405,6834,71.15044247787611,1164,12.118688183237897,16,0.15261350629530715,menor,316,3.014116749332316,menor,4153,1,3617,4154,3651,4008,96.5085480375632,0,0.0,3.4914519624367983,0,6,130,3,6,438,2301,533,182,136,9,419,5,3157,12,0,2,0,2890,250,213,192,49,2683,74.77703455964325,853,23.773690078037905,52,1.4492753623188406,3090,85.80949736184394,376,10.441544015551235,73,2.027214662593724,62,1.721743960011108,https://upload.wikimedia.org/wikipedia/commons/6/69/EscudoRauco.png,-34.93771363,-71.42576557
7,73,7306,REGIÓN DEL MAULE,CURICÓ,ROMERAL,5709,5684,99.56209493781748,25,0.43790506218251884,15187,50.200829656943434,7624,49.79917034305656,7563,9.5,menor,100.8,45.8,29.1,16.7,7306,1001,7.00784094091291,1514,10.599271912629515,10278,71.95463455614673,1491,10.438252590310837,70,0.46092052413248175,menor,1054,6.940146177651939,menor,5664,25,4824,5689,4886,5406,95.44491525423729,1,0.01765536723163842,4.537429378531073,1,32,195,2,27,560,2347,1222,421,239,17,500,5,4268,15,2,16,1,3991,275,347,157,28,3472,72.63598326359832,1255,26.25523012552301,53,1.1087866108786613,4197,87.49218261413382,443,9.234938503231186,100,2.0846362309776945,57,1.188242651657286,https://upload.wikimedia.org/wikipedia/commons/6/6a/Escudo_de_Romeral.png,-35.06816316,-70.71202486
7,73,7307,REGIÓN DEL MAULE,CURICÓ,SAGRADA FAMILIA,6842,6837,99.92692195264542,5,0.07307804735457468,18544,50.603968938740294,9384,49.396031061259706,9160,33.8,menor,102.4,45.9,27.9,18.1,7307,840,4.940014114326042,1760,10.3505057633498,12449,73.21218536814868,1955,11.497294754175488,38,0.20491803278688525,menor,702,3.785591026747196,menor,6829,4,6029,6833,6091,6504,95.2408844633182,16,0.23429491872895009,4.524820617952855,0,14,273,3,19,685,3233,1272,564,248,20,526,3,5463,10,0,7,0,4887,348,418,295,54,4318,72.11088844355378,1600,26.720106880427526,70,1.169004676018704,5382,89.7,558,9.3,27,0.44999999999999996,33,0.5499999999999999,https://upload.wikimedia.org/wikipedia/commons/5/59/Escudo_de_Sagrada_Familia.svg,-35.10360001,-71.49569897
7,73,7308,REGIÓN DEL MAULE,CURICÓ,TENO,10807,10789,99.83344128805403,18,0.16655871194596095,28921,51.04941046298538,14764,48.95058953701463,14157,46.7,menor,104.3,46.6,28.8,17.8,7308,1584,5.857554914577324,2939,10.86827897344871,19417,71.80312107092671,3102,11.47104504104726,70,0.242038657031223,menor,1183,4.090453303827669,menor,10780,17,9421,10797,9522,10337,95.89053803339517,8,0.07421150278293136,4.035250463821896,4,26,339,7,59,920,5169,2081,838,344,47,706,8,8616,26,2,12,1,7729,499,663,439,50,6767,72.46733775969159,2477,26.52602270293425,94,1.0066395373741701,8184,87.38921516284036,1004,10.720768820074747,89,0.9503470368392953,88,0.9396689802455954,https://upload.wikimedia.org/wikipedia/commons/f/f9/Escudo_Teno.png,-34.88814849,-71.02183933
7,73,7309,REGIÓN DEL MAULE,CURICÓ,VICHUQUÉN,3465,3453,99.65367965367965,12,0.3463203463203463,4322,51.2956964368348,2217,48.704303563165205,2105,9.6,menor,105.3,52.0,26.1,25.8,7309,183,4.629395395901847,390,9.86592461421705,2776,70.22514545914495,604,15.27953453073615,10,0.23137436372049977,menor,429,9.92596020360944,menor,3453,12,1708,3465,1717,3298,95.51114972487692,1,0.028960324355632783,4.459889950767447,0,7,130,3,14,79,438,710,209,254,10,388,2,1298,9,0,5,2,1446,99,62,65,31,1085,64.0495867768595,566,33.41204250295159,43,2.5383707201889023,1074,63.21365509123014,294,17.304296645085344,116,6.827545615067687,215,12.654502648616834,https://upload.wikimedia.org/wikipedia/commons/2/20/Escudo_Vichuqu%C3%A9n.png,-34.84131179,-72.02253103
7,74,7401,REGIÓN DEL MAULE,LINARES,LINARES,35676,35641,99.90189483125911,35,0.09810516874089023,93602,47.724407598128245,44671,52.27559240187175,48931,63.8,menor,91.3,50.1,31.3,18.8,7401,6012,6.80521597392013,10211,11.558226931087567,61624,69.75459567146609,10497,11.881961423526215,464,0.4957159035063353,menor,3087,3.298006452853571,menor,35433,34,30806,35467,31234,34274,96.72903790252025,431,1.216380210538199,2.0545818869415484,3,156,449,8,112,5158,18929,3466,1229,1891,50,5637,314,24574,60,1,38,14,26996,957,1607,781,262,24531,80.49284683029269,5613,18.417771361071004,332,1.0893818086363038,28398,92.78876000653487,1512,4.94036922071557,224,0.7319065512171213,471,1.5389642215324293,https://upload.wikimedia.org/wikipedia/commons/1/19/Escudo_de_Linares_%28Chile%29.svg,-35.9582748,-71.33256714
7,74,7402,REGIÓN DEL MAULE,LINARES,COLBÚN,9021,8995,99.7117836160071,26,0.28821638399290544,20765,49.145196243679266,10205,50.854803756320734,10560,7.1,menor,96.6,52.5,32.0,20.4,7402,1162,6.112572330352446,2092,11.004734350341925,13278,69.84744871120463,2478,13.035244608101,34,0.16373705754875995,menor,714,3.438478208523959,menor,8959,26,7032,8985,7088,8624,96.26074338653868,2,0.022323920080366114,3.7169326933809543,1,19,205,2,106,681,3673,1259,453,919,27,862,6,6093,10,1,16,10,5726,528,405,245,90,4723,67.82021826536473,2114,30.356117174037912,127,1.823664560597358,6439,92.09096109839817,255,3.647025171624714,28,0.40045766590389015,270,3.8615560640732265,https://upload.wikimedia.org/wikipedia/commons/b/b5/Armas_Colb%C3%BAn.png,-36.07610458,-70.98017424
7,74,7403,REGIÓN DEL MAULE,LINARES,LONGAVÍ,11888,11881,99.94111709286676,7,0.05888290713324361,30534,50.70413309753062,15482,49.29586690246938,15052,21.0,menor,102.9,48.9,29.5,19.4,7403,1802,6.35357168041746,3056,10.774980607855582,20351,71.75446019321627,3153,11.116987518510683,65,0.21287744809065304,menor,1154,3.779393463024825,menor,11853,7,10032,11860,10127,11092,93.57968446806716,7,0.05905677887454653,6.361258753058294,10,59,622,3,60,946,5476,1509,775,1251,34,973,11,8913,41,2,22,9,7767,542,825,669,154,6449,65.06255044390637,3274,33.03066989507668,189,1.9067796610169492,8089,81.25565042692115,1464,14.706177800100454,262,2.6318432948267203,140,1.4063284781516825,https://upload.wikimedia.org/wikipedia/commons/2/23/Escudo_de_Longav%C3%AD.png,-36.11044062,-71.44196094
7,74,7404,REGIÓN DEL MAULE,LINARES,PARRAL,17448,17427,99.87964236588721,21,0.12035763411279231,41637,48.43048250354252,20165,51.56951749645747,21472,25.4,menor,93.9,53.8,32.4,21.4,7404,2437,6.345362703744206,4144,10.789980732177264,26952,70.17653491641931,4873,12.68812164765922,141,0.3386411124720801,menor,916,2.1999663760597548,menor,17419,21,14489,17440,14599,16634,95.49342671795166,304,1.745220735977955,2.761352546070384,0,35,373,5,68,1723,8955,2333,824,570,56,1398,201,12766,43,2,19,2,12062,844,915,506,102,10990,76.44685587089593,3231,22.474958263772955,155,1.0781858653311074,12490,86.63383505583685,1665,11.54886592217521,155,1.0751196504127072,107,0.7421793715752237,https://upload.wikimedia.org/wikipedia/commons/e/e5/Escudo_de_Parral.svg,-36.2621428,-71.64662886
7,74,7405,REGIÓN DEL MAULE,LINARES,RETIRO,8260,8251,99.8910411622276,9,0.1089588377723971,19974,50.33543606688695,10054,49.66456393311305,9920,24.2,menor,101.4,50.9,30.1,20.9,7405,1265,6.736247936524842,2044,10.884498642100219,13059,69.54044411310505,2411,12.838809308269875,24,0.12015620306398318,menor,443,2.2178832482226896,menor,8242,9,6901,8251,6939,7922,96.11744722154818,1,0.012132977432661975,3.8704198010191675,1,18,279,1,20,464,3986,1401,550,455,28,561,8,6266,24,0,5,0,5733,344,418,294,69,5008,73.28065554580041,1736,25.4023997658765,90,1.3169446883230904,5110,74.59854014598541,1658,24.204379562043794,75,1.094890510948905,7,0.10218978102189782,https://upload.wikimedia.org/wikipedia/commons/7/71/Escudo_Retiro_Chile.png,-36.00220065,-71.82994581
7,74,7406,REGIÓN DEL MAULE,LINARES,SAN JAVIER,17895,17869,99.85470801899972,26,0.1452919810002794,45547,48.306145300458866,22002,51.693854699541134,23545,34.7,menor,93.4,51.7,31.7,19.9,7406,2659,6.443561285319634,4832,11.709397567004313,28742,69.65055978287211,5033,12.196481364803955,168,0.368849759588996,menor,1147,2.518277822908205,menor,17724,25,15028,17749,15166,17234,97.23538704581358,32,0.18054615211013314,2.584066802076279,5,31,358,6,58,1303,9848,1712,723,1375,37,2040,63,12789,35,3,21,8,12691,798,796,529,128,11075,74.38876947877485,3641,24.455937667920473,172,1.155292853304675,12762,85.28468323977546,1677,11.206896551724139,242,1.6172146484897085,283,1.8912055600106923,https://upload.wikimedia.org/wikipedia/commons/6/62/Escudo_de_San_Javier_%28Chile%29.svg,-35.62882054,-71.92707347
7,74,7407,REGIÓN DEL MAULE,LINARES,VILLA ALEGRE,6833,6826,99.8975559783404,7,0.10244402165959314,16221,48.5790025275877,7880,51.4209974724123,8341,85.4,menor,94.5,53.4,30.8,22.6,7407,936,6.291591046581972,1568,10.53975936008604,10405,69.94017611077503,1968,13.228473482556968,5,0.030824240182479503,menor,375,2.3118180136859627,menor,6800,7,5644,6807,5696,6654,97.85294117647058,1,0.014705882352941175,2.132352941176478,0,9,101,2,33,581,3293,834,321,594,10,962,5,4635,8,0,9,1,4702,282,338,242,46,3987,71.26005361930295,1545,27.61394101876676,63,1.1260053619302948,4993,89.17663868547955,574,10.251830684050724,19,0.33934631184140024,13,0.2321843186283265,https://upload.wikimedia.org/wikipedia/commons/2/2a/Escudo_de_Villa_Alegre.svg,-35.68556066,-71.68293463
